
+-------------------------------+-------------------+-------------------+----------------------+-----------+----------+-----------+----------+------------+----------+-------+-----------+----------+-----------+-----------+-----------+-----------+------------+----------+----------+----------+----------+---------+-----------+----------+------------+----------------+---------------+----------------+-----------+----------------+----------------+----------------+
| DR2Name                       | RA_ICRS           | DE_ICRS           | Source               | Plx       | e_Plx    | pmRA      | e_pmRA   | pmDE       | e_pmDE   | Dup   | Gmag      | e_Gmag   | BPmag     | e_BPmag   | RPmag     | e_RPmag   | E(BR/RP)   | BP-RP    | BP-G     | G-RP     | RV       | e_RV    | Teff      | AG       | E(BP-RP)   | x              | y             | z              | mass      | u              | v              | w              |
| Gaia DR2 68317609532996480    | 055.76235953402   | +24.66956453670   | 68317609532996480    | 7.4425    | 0.0522   | 19.584    | 0.105    | -46.178    | 0.057    | 0     | 11.6903   | 0.0014   | 12.1969   | 0.0035    | 11.0557   | 0.0028    | 1.224      | 1.1411   | 0.5065   | 0.6346   | 5.51     | 0.64    | 4982.03   | 0.1970   | 0.1157     | -119.0695279   | 30.93351835   | -54.02770129   | 0.94635   | -3.639310156   | -13.21535593   | -7.549885388   |
| Gaia DR2 68322145018429952    | 056.05809553467   | +24.77920150953   | 68322145018429952    | 7.3210    | 0.0514   | 20.585    | 0.101    | -45.216    | 0.061    | 0     | 10.5972   | 0.0005   | 10.9749   | 0.0018    | 10.0815   | 0.0015    | 1.203      | 0.8934   | 0.3776   | 0.5158   | 6.12     | 0.33    | 5503.00   | 0.0707   | 0.0415     | -121.3623593   | 31.21248933   | -54.35587848   | 1.17019   | -2.665684857   | -13.57645702   | -7.096111265   |
| Gaia DR2 68334235349446528    | 055.12810756694   | +24.48711984594   | 68334235349446528    | 7.2405    | 0.0544   | 22.009    | 0.113    | -43.785    | 0.087    | 0     | 11.5117   | 0.0015   | 12.0098   | 0.0037    | 10.8850   | 0.0027    | 1.222      | 1.1248   | 0.4982   | 0.6267   | 2.95     | 1.04    | 4976.00   | 0.1500   | 0.0722     | -121.7100774   | 32.39882162   | -56.67494432   | 0.98746   | -4.99146361    | -14.48225667   | -5.004382526   |
| Gaia DR2 68390417818463872    | 055.61507853597   | +25.04683423508   | 68390417818463872    | 7.2381    | 0.0576   | 19.563    | 0.121    | -43.142    | 0.065    | 0     | 12.3724   | 0.0020   | 12.9606   | 0.0021    | 11.6542   | 0.0049    | 1.252      | 1.3064   | 0.5883   | 0.7182   | 5.90     | 1.01    | 4983.67   | 0.1450   | 0.0700     | -122.4002895   | 32.67013776   | -55.12270509   | 0.84416   | -2.828665087   | -12.42329333   | -6.800526682   |
| Gaia DR2 68398732874994944    | 054.12635585110   | +24.01199076872   | 68398732874994944    | 7.0460    | 0.0429   | 19.730    | 0.077    | -43.083    | 0.052    | 0     | 11.9884   | 0.0010   | 12.5339   | 0.0033    | 11.3196   | 0.0031    | 1.232      | 1.2143   | 0.5455   | 0.6688   | 4.86     | 1.00    | 4860.13   | 0.1140   | 0.0545     | -123.8661893   | 33.94828455   | -60.39015499   | 0.91429   | -4.041484064   | -13.42759727   | -6.938114331   |
| Gaia DR2 68409487473090688    | 054.39553023060   | +24.23640351057   | 68409487473090688    | 6.4073    | 0.0485   | 18.219    | 0.086    | -39.198    | 0.063    | 0     | 10.4427   | 0.0007   | 10.7969   | 0.0018    | 9.9469    | 0.0014    | 1.202      | 0.8500   | 0.3542   | 0.4957   | 3.99     | 0.67    | 5713.35   | 0.2785   | 0.1410     | -136.6106678   | 37.32514863   | -65.59533802   | 1.2736    | -4.618511041   | -13.7874902    | -6.409320778   |
| Gaia DR2 68444878003584384    | 054.73703244646   | +24.56962236015   | 68444878003584384    | 7.1606    | 0.0672   | 20.455    | 0.216    | -43.394    | 0.121    | 1     | 10.3877   | 0.0011   | 10.7412   | 0.0038    | 9.9039    | 0.0025    | 1.195      | 0.8372   | 0.3534   | 0.4838   | 4.76     | 0.69    | 5723.00   | 0.1280   | 0.0583     | -122.6973781   | 33.47581959   | -57.6855738    | 1.23004   | -3.739813579   | -13.44701974   | -6.449608546   |
| Gaia DR2 68620868583787904    | 054.72052247314   | +25.23625357211   | 68620868583787904    | 7.7331    | 0.0252   | 22.056    | 0.051    | -47.405    | 0.033    | 0     | 13.5195   | 0.0014   | 14.3975   | 0.0051    | 12.6021   | 0.0035    | 1.318      | 1.7954   | 0.8780   | 0.9174   | 8.18     | 3.02    | 3975.57   | 0.3530   | 0.1660     | -113.786781    | 32.08856296   | -52.39295508   | 0.68491   | -0.479589271   | -12.69680486   | -8.181965027   |
| Gaia DR2 68897842434107392    | 052.40997252626   | +24.51033966182   | 68897842434107392    | 6.8363    | 0.0420   | 21.177    | 0.082    | -41.589    | 0.060    | 0     | 11.9179   | 0.0033   | 12.4499   | 0.0119    | 11.2536   | 0.0092    | 1.235      | 1.1963   | 0.5320   | 0.6643   | -0.10    | 10.38   | 4925.64   | 0.2470   | 0.1210     | -125.9341543   | 38.5330651    | -63.66480902   | 0.93717   | -7.315588564   | -15.17265646   | -4.509491325   |
| Gaia DR2 69250235911393408    | 053.50763162422   | +24.88071196299   | 69250235911393408    | 7.1053    | 0.0578   | 21.388    | 0.109    | -44.439    | 0.073    | 0     | 10.7203   | 0.0013   | 11.1097   | 0.0049    | 10.2010   | 0.0038    | 1.2        | 0.9087   | 0.3894   | 0.5193   | 3.27     | 2.02    | 5447.73   | 0.0680   | 0.0417     | -122.4703497   | 36.09096176   | -59.21460738   | 1.15692   | -4.622902339   | -14.69305838   | -6.488796469   |
| Gaia DR2 69485978075890176    | 053.68502433346   | +26.09580126299   | 69485978075890176    | 6.8306    | 0.0510   | 20.005    | 0.104    | -42.263    | 0.065    | 0     | 12.8494   | 0.0011   | 13.5253   | 0.0039    | 12.0767   | 0.0046    | 1.261      | 1.4487   | 0.6760   | 0.7727   | 5.07     | 1.40    | 4578.77   | 0.2450   | 0.1270     | -127.9628705   | 39.45168388   | -59.17949282   | 0.79351   | -2.648269046   | -13.54484306   | -7.370068554   |
| Gaia DR2 69575313395795584    | 053.25164928853   | +25.99584709100   | 69575313395795584    | 7.3973    | 0.0633   | 21.501    | 0.104    | -45.690    | 0.098    | 0     | 12.6327   | 0.0009   | 13.3084   | 0.0028    | 11.8568   | 0.0019    | 1.264      | 1.4516   | 0.6757   | 0.7760   | 1.93     | 1.25    | 4490.10   | 0.2150   | 0.0975     | -117.6963959   | 36.8725684    | -55.34466971   | 0.79872   | -5.453520312   | -14.23470137   | -6.244024802   |
| Gaia DR2 69585140280997760    | 052.82484811663   | +26.02861869455   | 69585140280997760    | 7.2410    | 0.0423   | 21.206    | 0.071    | -43.590    | 0.051    | 0     | 12.3167   | 0.0011   | 12.9039   | 0.0040    | 11.6092   | 0.0032    | 1.244      | 1.2947   | 0.5872   | 0.7075   | 3.77     | 1.70    | 4752.84   | 0.0320   | 0.0127     | -119.8005153   | 38.33568824   | -57.0140417    | 0.85212   | -3.683139498   | -13.20424994   | -6.556119602   |
| Gaia DR2 69643757994608512    | 052.89021122300   | +26.26528408470   | 69643757994608512    | 6.8126    | 0.0566   | 20.625    | 0.101    | -42.059    | 0.065    | 0     | 10.5737   | 0.0012   | 10.9429   | 0.0036    | 10.0645   | 0.0026    | 1.203      | 0.8784   | 0.3692   | 0.5092   | 3.58     | 1.17    | 5462.10   | 0.1710   | 0.0840     | -127.4752032   | 41.06839854   | -60.08297651   | 1.21046   | -3.605185473   | -14.04335174   | -6.742172677   |
| Gaia DR2 69649736589001600    | 052.63976653936   | +26.21555740149   | 69649736589001600    | 6.8663    | 0.0386   | 20.992    | 0.073    | -42.197    | 0.059    | 0     | 12.8268   | 0.0016   | 13.5121   | 0.0051    | 12.0438   | 0.0035    | 1.266      | 1.4683   | 0.6853   | 0.7830   | 4.46     | 2.90    | 4571.00   | 0.3105   | 0.1670     | -126.1870449   | 41.03767643   | -60.02882725   | 0.7942    | -2.765979559   | -13.76116828   | -7.006461221   |
| Gaia DR2 69811639676769536    | 056.08380189551   | +24.79596754149   | 69811639676769536    | 7.4249    | 0.0513   | 19.805    | 0.105    | -46.527    | 0.065    | 0     | 10.4673   | 0.0017   | 10.8378   | 0.0060    | 9.9600    | 0.0046    | 1.201      | 0.8778   | 0.3705   | 0.5074   | 3.89     | 3.10    | 5430.69   | 0.1275   | 0.0570     | -119.6936105   | 30.76799146   | -53.53499183   | 1.1924    | -4.98866415    | -13.94151583   | -6.916197517   |
| Gaia DR2 69811948914407168    | 056.16991930196   | +24.81834023738   | 69811948914407168    | 7.4086    | 0.0555   | 20.089    | 0.127    | -45.541    | 0.071    | 0     | 9.7126    | 0.0006   | 10.0046   | 0.0014    | 9.2903    | 0.0011    | 1.189      | 0.7143   | 0.2921   | 0.4223   | 4.30     | 0.55    | 6072.00   | 0.1547   | 0.0770     | -120.0439396   | 30.75211175   | -53.50397889   | 1.38744   | -4.456965307   | -13.59055768   | -6.539462713   |
| Gaia DR2 69814388455816960    | 056.20917049773   | +24.91091690461   | 69814388455816960    | 7.4459    | 0.0423   | 20.314    | 0.081    | -48.028    | 0.046    | 0     | 12.9896   | 0.0013   | 13.7327   | 0.0048    | 12.1679   | 0.0041    | 1.278      | 1.5648   | 0.7431   | 0.8217   | 4.05     | 3.68    | 4419.65   | 0.3013   | 0.1430     | -119.5057879   | 30.69887974   | -53.03620801   | 0.74935   | -4.781367017   | -14.72287895   | -7.378315799   |
| Gaia DR2 69819027020489088    | 056.35062643985   | +24.88578552821   | 69819027020489088    | 7.2803    | 0.0407   | 20.482    | 0.083    | -45.520    | 0.051    | 1     | 9.5626    | 0.0004   | 9.8460    | 0.0017    | 9.1547    | 0.0016    | 1.185      | 0.6912   | 0.2834   | 0.4078   | 6.10     | 1.02    | 6145.15   | 0.2050   | 0.0947     | -122.3525379   | 31.15168783   | -54.09598652   | 1.4418    | -2.680781423   | -13.87726913   | -7.247592535   |
| Gaia DR2 69822875311156224    | 056.42695597648   | +25.05691848853   | 69822875311156224    | 6.0688    | 0.0240   | 15.336    | 0.047    | -38.441    | 0.033    | 0     | 13.0440   | 0.0024   | 13.6984   | 0.0080    | 12.2708   | 0.0056    | 1.27       | 1.4276   | 0.6544   | 0.7732   | 0.90     | 4.61    | 4634.00   | 0.2185   | 0.1065     | -146.9233036   | 37.59302224   | -64.43568074   | 0.80187   | -7.878415257   | -14.43003711   | -6.308468958   |
| Gaia DR2 69829609819915648    | 056.01779069852   | +24.98962351050   | 69829609819915648    | 7.6756    | 0.0660   | 20.439    | 0.146    | -49.704    | 0.085    | 0     | 10.5682   | 0.0006   | 10.9334   | 0.0023    | 10.0615   | 0.0021    | 1.203      | 0.8718   | 0.3651   | 0.5067   | 5.34     | 0.63    | 5518.00   | 0.0483   | 0.0227     | -115.7776234   | 30.16839842   | -51.56713128   | 1.1551    | -3.742535871   | -14.26087865   | -8.233734262   |
| Gaia DR2 69834759483788928    | 056.30646278688   | +25.08756726514   | 69834759483788928    | 7.4194    | 0.0452   | 20.671    | 0.078    | -46.184    | 0.057    | 0     | 12.7901   | 0.0021   | 13.4747   | 0.0081    | 11.9959   | 0.0055    | 1.276      | 1.4789   | 0.6846   | 0.7943   | 3.38     | 7.31    | 4477.50   | 0.1430   | 0.0845     | -120.0732883   | 30.97018046   | -52.8135837    | 0.7778    | -5.052681211   | -14.27653484   | -6.210122568   |
| Gaia DR2 69834763780636672    | 056.30933039482   | +25.08863736600   | 69834763780636672    | 6.7041    | 0.0318   | 19.029    | 0.056    | -41.346    | 0.042    | 0     | 13.7273   | 0.0023   | 14.5899   | 0.0088    | 12.8189   | 0.0064    | 1.315      | 1.7711   | 0.8626   | 0.9084   | 0.49     | 11.10   | 4059.00   | 0.4070   | 0.2040     | -132.8887465   | 34.27233776   | -58.4428929    | 0.69444   | -7.48387691    | -14.90842043   | -4.738959055   |
| Gaia DR2 69834866859848192    | 056.32570006558   | +25.09934751115   | 69834866859848192    | 7.4333    | 0.0293   | 20.827    | 0.054    | -46.309    | 0.038    | 0     | 13.5718   | 0.0023   | 14.4423   | 0.0093    | 12.6680   | 0.0078    | 1.308      | 1.7743   | 0.8705   | 0.9038   | 7.03     | 4.97    | 4265.80   | 0.4290   | 0.2080     | -119.8708749   | 30.90543685   | -52.67119475   | 0.68847   | -1.76552888    | -13.50640853   | -7.606081556   |
| Gaia DR2 69838302833692160    | 056.15605129873   | +25.13759096332   | 69838302833692160    | 7.5651    | 0.0492   | 22.099    | 0.089    | -46.678    | 0.060    | 0     | 12.8025   | 0.0011   | 13.5148   | 0.0039    | 11.9990   | 0.0026    | 1.273      | 1.5159   | 0.7123   | 0.8036   | 6.81     | 1.37    | 4484.34   | 0.2205   | 0.1165     | -117.6359139   | 30.66314987   | -51.90907234   | 0.76987   | -1.648763772   | -13.68385836   | -7.04671274    |
| Gaia DR2 69840879814047872    | 056.26681028644   | +25.25765315755   | 69840879814047872    | 7.3618    | 0.0460   | 18.640    | 0.081    | -45.359    | 0.064    | 0     | 10.5444   | 0.0007   | 10.9212   | 0.0026    | 10.0315   | 0.0015    | 1.201      | 0.8898   | 0.3768   | 0.5130   | 5.56     | 1.22    | 5516.00   | 0.1810   | 0.0772     | -121.0230103   | 31.55773081   | -53.00197544   | 1.17919   | -3.523453928   | -12.7290179    | -7.630191567   |
| Gaia DR2 69847610026687104    | 056.61406720826   | +25.13533743570   | 69847610026687104    | 7.3782    | 0.0550   | 20.942    | 0.087    | -45.508    | 0.051    | 1     | 10.4041   | 0.0008   | 10.7618   | 0.0042    | 9.9130    | 0.0022    | 1.197      | 0.8488   | 0.3577   | 0.4911   | 6.25     | 0.52    | 5626.00   | 0.0940   | 0.0365     | -121.0452419   | 30.79108218   | -52.62675993   | 1.21092   | -2.34413521    | -13.63394979   | -6.898469372   |
| Gaia DR2 69857235049588736    | 056.81177406965   | +25.37163241395   | 69857235049588736    | 7.5721    | 0.0575   | 19.693    | 0.104    | -45.982    | 0.068    | 0     | 11.4306   | 0.0015   | 11.9138   | 0.0032    | 10.8157   | 0.0039    | 1.22       | 1.0981   | 0.4832   | 0.6149   | 5.39     | 0.77    | 5128.58   | 0.0580   | 0.0228     | -118.1852144   | 30.12291048   | -50.65094359   | 0.98572   | -3.448673205   | -12.75592282   | -6.913761316   |
| Gaia DR2 69876712724339456    | 055.95147935624   | +25.00419132882   | 69876712724339456    | 7.3066    | 0.0515   | 19.880    | 0.111    | -45.515    | 0.063    | 0     | 11.4385   | 0.0036   | 11.9277   | 0.0099    | 10.8061   | 0.0071    | 1.23       | 1.1217   | 0.4892   | 0.6324   | 10.21    | 6.28    | 4991.45   | 0.3393   | 0.1482     | -121.5647536   | 31.81129141   | -54.23459686   | 0.9967    | 0.859468113    | -12.45718429   | -9.21958817    |
| Gaia DR2 69896473870624640    | 055.80678104760   | +25.26993562932   | 69896473870624640    | 7.3962    | 0.0411   | 20.057    | 0.086    | -45.816    | 0.063    | 0     | 11.9681   | 0.0029   | 12.5301   | 0.0104    | 11.2774   | 0.0078    | 1.242      | 1.2528   | 0.5620   | 0.6908   | 0.08     | 3.12    | 5097.00   | 0.1530   | 0.0760     | -120.0290142   | 32.07795192   | -53.3332942    | 0.89893   | -8.009513976   | -14.61691937   | -5.210741817   |
| Gaia DR2 69906571336964608    | 056.02133727975   | +25.48363666324   | 69906571336964608    | 7.4129    | 0.0413   | 20.831    | 0.073    | -45.585    | 0.049    | 0     | 12.1922   | 0.0013   | 12.7701   | 0.0044    | 11.4911   | 0.0041    | 1.243      | 1.2790   | 0.5780   | 0.7011   | 6.38     | 1.15    | 4823.38   | 0.2420   | 0.1020     | -120.0183165   | 32.06435106   | -52.588174     | 0.8637    | -2.087851286   | -13.27265823   | -7.219473912   |
| Gaia DR2 69917635172718720    | 056.18320808655   | +25.49909647866   | 69917635172718720    | 7.1701    | 0.0420   | 20.336    | 0.076    | -43.680    | 0.054    | 0     | 11.8580   | 0.0012   | 12.3898   | 0.0045    | 11.1978   | 0.0032    | 1.232      | 1.1920   | 0.5318   | 0.6602   | 6.84     | 1.87    | 4898.60   | 0.1605   | 0.0780     | -124.2434549   | 32.94285552   | -54.12599361   | 0.93022   | -1.593563139   | -13.07834684   | -7.079660959   |
| Gaia DR2 69922243674432896    | 056.43811231008   | +25.59560882471   | 69922243674432896    | 6.3629    | 0.0627   | 19.891    | 0.094    | -42.881    | 0.064    | 0     | 9.9823    | 0.0004   | 10.3051   | 0.0010    | 9.5293    | 0.0010    | 1.191      | 0.7759   | 0.3228   | 0.4531   | -0.06    | 1.08    | 5772.00   | 0.3310   | 0.1570     | -140.310094    | 36.89614192   | -60.42326762   | 1.39999   | -7.454568432   | -17.82866316   | -5.62002204    |
| Gaia DR2 69935162935991168    | 056.01188717770   | +25.65615557353   | 69935162935991168    | 7.2455    | 0.0550   | 20.080    | 0.087    | -45.938    | 0.066    | 0     | 12.6328   | 0.0012   | 13.3213   | 0.0044    | 11.8394   | 0.0030    | 1.274      | 1.4818   | 0.6885   | 0.7934   | 2.86     | 11.10   | 4450.00   | 0.2180   | 0.1065     | -122.8288213   | 33.1155232    | -53.52860317   | 0.80336   | -5.321344971   | -14.60572287   | -6.615511731   |
| Gaia DR2 69945814454871680    | 056.17998816944   | +25.87532880738   | 69945814454871680    | 7.5164    | 0.0764   | 19.470    | 0.154    | -45.775    | 0.087    | 0     | 11.4394   | 0.0010   | 11.9227   | 0.0043    | 10.8077   | 0.0011    | 1.232      | 1.1150   | 0.4833   | 0.6317   | 1.66     | 0.56    | 4962.03   | 0.1130   | 0.0473     | -118.610741    | 32.05339879   | -51.03217367   | 0.9863    | -6.547993804   | -13.47466959   | -5.842337347   |
| Gaia DR2 69964879813013248    | 056.83708938985   | +25.52564514745   | 69964879813013248    | 7.3142    | 0.0505   | 19.161    | 0.103    | -45.584    | 0.052    | 0     | 9.6911    | 0.0006   | 10.0043   | 0.0017    | 9.2412    | 0.0011    | 1.194      | 0.7631   | 0.3132   | 0.4499   | 8.28     | 4.57    | 5892.42   | 0.2980   | 0.1468     | -122.4173076   | 31.4134343    | -52.15112225   | 1.39783   | -0.834650632   | -12.67140865   | -8.492367354   |
| Gaia DR2 69988489250631680    | 057.33572312992   | +25.81782611069   | 69988489250631680    | 7.6870    | 0.0430   | 19.690    | 0.064    | -47.654    | 0.044    | 0     | 13.3333   | 0.0005   | 14.1703   | 0.0030    | 12.4395   | 0.0017    | 1.31       | 1.7308   | 0.8370   | 0.8938   | 11.43    | 7.11    | 4208.33   | 0.2147   | 0.1160     | -116.9875936   | 29.69684543   | -48.53255709   | 0.7046    | 2.033125553    | -11.69729691   | -9.58346194    |
| Gaia DR2 70049477786093056    | 056.53968415472   | +26.13865485385   | 70049477786093056    | 7.3249    | 0.0496   | 20.292    | 0.086    | -45.956    | 0.057    | 0     | 11.5221   | 0.0007   | 12.1072   | 0.0012    | 10.8195   | 0.0010    | 1.241      | 1.2877   | 0.5852   | 0.7026   | 2.55     | 3.01    | 4886.40   | 0.6910   | 0.3323     | -122.1131497   | 32.83240295   | -51.45952764   | 0.9752    | -5.37430739    | -14.45934132   | -6.195584507   |
| Gaia DR2 70108473456817280    | 055.40077070457   | +25.61913850256   | 70108473456817280    | 7.1922    | 0.0512   | 17.377    | 0.086    | -42.909    | 0.063    | 0     | 9.9271    | 0.0005   | 10.2531   | 0.0010    | 9.4657    | 0.0012    | 1.195      | 0.7874   | 0.3260   | 0.4614   | 3.18     | 1.97    | 5799.80   | 0.1913   | 0.0830     | -123.1312734   | 34.17770736   | -54.79653893   | 1.3429    | -5.582723487   | -12.06445786   | -6.709997657   |
| Gaia DR2 70121805035254144    | 055.51973208912   | +25.88567953834   | 70121805035254144    | 7.3227    | 0.0497   | 21.059    | 0.083    | -46.883    | 0.063    | 0     | 12.4151   | 0.0015   | 13.0511   | 0.0055    | 11.6695   | 0.0043    | 1.255      | 1.3816   | 0.6360   | 0.7456   | 3.17     | 2.19    | 4763.12   | 0.1690   | 0.0820     | -121.1213201   | 33.85144385   | -53.22433309   | 0.83246   | -4.721476473   | -14.94834364   | -6.8369837     |
| Gaia DR2 70125000491024128    | 055.95431391467   | +25.72941774956   | 70125000491024128    | 7.5676    | 0.0599   | 21.345    | 0.101    | -47.686    | 0.067    | 0     | 11.7389   | 0.0011   | 12.2574   | 0.0035    | 11.0932   | 0.0024    | 1.227      | 1.1642   | 0.5185   | 0.6457   | 4.83     | 2.50    | 4932.27   | 0.0490   | 0.0130     | -117.5658986   | 31.90521885   | -51.20590632   | 0.93164   | -3.411487348   | -14.13210309   | -7.138524641   |
| Gaia DR2 70132658415356672    | 056.01878665494   | +25.85610972393   | 70132658415356672    | 7.1867    | 0.0612   | 19.288    | 0.105    | -43.247    | 0.069    | 0     | 12.5158   | 0.0018   | 13.1814   | 0.0070    | 11.7330   | 0.0046    | 1.273      | 1.4484   | 0.6656   | 0.7828   | -8.28    | 4.76    | 4534.09   | 0.2400   | 0.1287     | -123.8926197   | 33.72274096   | -53.62088174   | 0.82212   | -15.16489357   | -15.91057492   | -1.547645031   |
| Gaia DR2 70158977974956672    | 055.17747468619   | +25.70527468549   | 70158977974956672    | 7.3877    | 0.0450   | 20.870    | 0.082    | -45.754    | 0.058    | 0     | 12.3304   | 0.0016   | 12.9341   | 0.0057    | 11.6066   | 0.0039    | 1.25       | 1.3275   | 0.6037   | 0.7238   | 3.12     | 1.26    | 4851.07   | 0.1445   | 0.0700     | -119.6807079   | 33.73133928   | -53.49053114   | 0.8431    | -4.83864448    | -14.07469675   | -6.349838802   |
| Gaia DR2 70169251536714624    | 055.49621446414   | +25.92072384900   | 70169251536714624    | 7.2286    | 0.0460   | 20.790    | 0.081    | -45.056    | 0.062    | 0     | 12.4617   | 0.0007   | 13.0948   | 0.0028    | 11.7152   | 0.0024    | 1.256      | 1.3796   | 0.6331   | 0.7465   | 5.98     | 1.70    | 4924.50   |          |            | -122.6846071   | 34.38597095   | -53.88928554   | 0.83008   | -2.128505957   | -13.67172644   | -7.384274054   |
| Gaia DR2 70190245337962368    | 055.14952880140   | +26.15121961482   | 70190245337962368    | 6.5232    | 0.0722   | 18.413    | 0.092    | -40.711    | 0.068    | 1     | 10.9681   | 0.0012   | 11.3560   | 0.0042    | 10.4387   | 0.0034    | 1.207      | 0.9174   | 0.3879   | 0.5295   | 4.43     | 0.52    | 5466.45   | 0.0900   | 0.0455     | -135.6393717   | 39.090633     | -59.78681243   | 1.14319   | -3.499900319   | -13.81365419   | -7.107222718   |
| Gaia DR2 70234882933734400    | 056.22103411333   | +26.14180364150   | 70234882933734400    | 7.7857    | 0.0570   | 21.627    | 0.097    | -48.794    | 0.064    | 0     | 12.1380   | 0.0016   | 12.7267   | 0.0054    | 11.4322   | 0.0040    | 1.242      | 1.2945   | 0.5887   | 0.7058   | 4.80     | 0.80    | 4864.29   | 0.0320   | 0.0175     | -114.6057054   | 31.31601774   | -48.80196743   | 0.8553    | -3.322992806   | -13.85954618   | -7.108569358   |
| Gaia DR2 70242785673539712    | 056.28429066108   | +26.29231816952   | 70242785673539712    | 7.2435    | 0.0703   | 19.920    | 0.101    | -45.811    | 0.066    | 0     | 11.2191   | 0.0025   | 11.6721   | 0.0059    | 10.6487   | 0.0040    | 1.203      | 1.0234   | 0.4530   | 0.5704   | 4.36     | 0.48    | 5192.50   | 0.0960   | 0.0475     | -123.2806106   | 33.82847445   | -52.11938319   | 1.04337   | -3.735941806   | -14.05869823   | -7.209630502   |
| Gaia DR2 70252681278085376    | 056.06412321091   | +26.33102706608   | 70252681278085376    | 7.2052    | 0.0624   | 20.067    | 0.088    | -44.749    | 0.061    | 0     | 10.8661   | 0.0012   | 11.2658   | 0.0037    | 10.3335   | 0.0027    | 1.203      | 0.9323   | 0.3997   | 0.5326   | 4.74     | 4.36    | 5359.00   | 0.0170   | 0.0080     | -123.73597     | 34.39001751   | -52.62368174   | 1.11839   | -3.238370141   | -13.64374873   | -6.957738508   |
| Gaia DR2 70286319462019328    | 056.30808499849   | +26.58822016224   | 70286319462019328    | 7.0028    | 0.0659   | 19.312    | 0.093    | -44.329    | 0.063    | 0     | 11.7480   | 0.0016   | 12.2466   | 0.0050    | 11.1198   | 0.0050    | 1.223      | 1.1268   | 0.4986   | 0.6282   | 3.54     | 1.62    | 4947.00   | 0.0905   | 0.0480     | -127.6129906   | 35.48125497   | -53.36534698   | 0.9594    | -4.311802299   | -14.25509582   | -6.936288823   |
| Gaia DR2 70313016978627584    | 055.90868536558   | +26.61231991906   | 70313016978627584    | 6.9980    | 0.0440   | 19.098    | 0.057    | -43.783    | 0.044    | 0     | 13.4081   | 0.0020   | 14.2236   | 0.0096    | 12.5356   | 0.0057    | 1.297      | 1.6880   | 0.8156   | 0.8725   | 0.61     | 1.95    | 4271.69   | 0.0453   | 0.0230     | -127.3122877   | 36.13432015   | -53.9028452    | 0.71829   | -6.925905864   | -14.58843982   | -5.80074915    |
| Gaia DR2 70426507196531456    | 057.79406284953   | +26.58749317336   | 70426507196531456    | 6.9676    | 0.0379   | 17.953    | 0.066    | -44.044    | 0.042    | 0     | 13.4703   | 0.0012   | 14.2930   | 0.0049    | 12.5905   | 0.0032    | 1.302      | 1.7025   | 0.8227   | 0.8798   | 4.47     | 3.18    | 4296.00   | 0.2657   | 0.0843     | -129.6851576   | 33.47369257   | -51.5711421    | 0.7128    | -3.907018297   | -13.69367911   | -7.295647608   |
| Gaia DR2 70462688000922880    | 056.99008216854   | +26.62905926302   | 70462688000922880    | 7.4423    | 0.0521   | 19.862    | 0.112    | -47.404    | 0.052    | 0     | 11.4654   | 0.0013   | 11.9507   | 0.0022    | 10.8582   | 0.0016    | 1.214      | 1.0925   | 0.4853   | 0.6072   | 4.62     | 0.65    | 5035.92   | 0.0475   | 0.0203     | -120.7072327   | 32.51437738   | -49.26674839   | 0.98638   | -3.557654928   | -13.95878084   | -7.505755429   |
| Gaia DR2 70506874624338176    | 057.58888975570   | +27.14417566564   | 70506874624338176    | 7.9361    | 0.0608   | 21.398    | 0.099    | -50.347    | 0.065    | 0     | 11.1123   | 0.0015   | 11.5836   | 0.0018    | 10.5544   | 0.0012    | 1.187      | 1.0292   | 0.4713   | 0.5579   | 4.29     | 0.39    | 5274.00   | 0.0435   | 0.0290     | -113.7930437   | 30.53008051   | -44.68284085   | 1.02598   | -3.560394889   | -14.04878984   | -7.09397927    |
| Gaia DR2 70941383577307392    | 055.02405832606   | +26.19615954077   | 70941383577307392    | 7.7865    | 0.0484   | 21.887    | 0.088    | -48.793    | 0.063    | 0     | 11.0228   | 0.0008   | 11.4600   | 0.0025    | 10.4524   | 0.0019    | 1.211      | 1.0076   | 0.4372   | 0.5704   | 9.03     | 5.67    | 5110.25   | 0.0530   | 0.0260     | -113.5279627   | 32.98598349   | -50.16703371   | 1.05173   | 0.55256123     | -12.65030331   | -9.069718117   |
| Gaia DR2 71042439864623104    | 054.82632754618   | +26.79322573907   | 71042439864623104    | 7.3190    | 0.0341   | 20.272    | 0.070    | -45.423    | 0.042    | 0     | 13.4878   | 0.0017   | 14.3286   | 0.0068    | 12.6005   | 0.0066    | 1.303      | 1.7281   | 0.8408   | 0.8873   | 8.23     | 7.38    | 4068.33   | 0.3632   | 0.1890     | -120.7303598   | 36.37456165   | -52.62289482   | 0.70015   | 0.071961758    | -12.34043875   | -8.806619649   |
| Gaia DR2 71296667568555904    | 054.03534332646   | +27.34277052936   | 71296667568555904    | 7.7611    | 0.0493   | 22.036    | 0.091    | -47.781    | 0.060    | 0     | 9.2082    | 0.0007   | 9.5267    | 0.0022    | 8.7611    | 0.0018    | 1.19       | 0.7656   | 0.3186   | 0.4471   | 3.28     | 2.36    | 5808.17   | 0.6270   | 0.3170     | -113.233786    | 36.21276483   | -49.68435912   | 1.49648   | -3.848609265   | -13.4792665    | -6.877090062   |
